id_major,id_university,type,major_name,capacity
3341104,334,science,ILMU KOMPUTER,41
3341112,334,science,PENDIDIKAN TEKNIK ARSITEKTUR,27
3341127,334,science,PENDIDIKAN TEKNIK BANGUNAN,27
3341143,334,science,PENDIDIKAN TEKNIK ELEKTRO,50
3341151,334,science,PENDIDIKAN TEKNIK MESIN,41
3341166,334,science,ILMU KEOLAHRAGAAN,59
3341174,334,science,TEKNIK ELEKTRO,50
3341182,334,science,PENDIDIKAN TEKNOLOGI AGRO INDUSTRI ,36
3341197,334,science,TEKNIK SIPIL,54
3341201,334,science,PENDIDIKAN ILMU PENGETAHUAN ALAM,16
3341216,334,science,ARSITEKTUR,27
3341224,334,science,PENDIDIKAN KELAUTAN DAN PERIKANAN KAMPUS SERANG,45
3341232,334,science,PENDIDIKAN MULTIMEDIA KAMPUS CIBIRU,45
3341247,334,science,PENDIDIKAN SISTEM DAN TEKNOLOGI INFORMASI KAMPUS PURWAKARTA,45
3361027,336,science,MATEMATIKA,32
3361035,336,science,BIOLOGI,32
3361043,336,science,FISIKA,16
3361051,336,science,KIMIA,32
3361066,336,science,TEKNIK INFORMATIKA,48
3361074,336,science,TEKNIK ELEKTRO,32
3361082,336,science,AGROTEKNOLOGI,32
3411017,341,science,AGRIBISNIS,55
3411025,341,science,AGRONOMI DAN HORTIKULTURA,78
3411033,341,science,ARSITEKTUR LANSEKAP,35
3411041,341,science,BIOKIMIA,40
3411056,341,science,BIOLOGI,42
3411064,341,science,EKONOMI SUMBERDAYA DAN LINGKUNGAN,40
3411087,341,science,ILMU DAN TEKNOLOGI KELAUTAN,41
3411106,341,science,ILMU KOMPUTER,49
3411114,341,science,KEDOKTERAN HEWAN,86
3411122,341,science,KIMIA,41
3411137,341,science,KOMUNIKASI DAN PENGEMBANGAN MASYARAKAT,53
3411145,341,science,KONSERVASI SUMBERDAYAHUTAN& EKOWISATA,45
3411153,341,science,MANAJEMEN HUTAN,43
3411226,341,science,STATISTIKA,37
3411234,341,science,TEKNIK PERTANIAN DAN BIOSISTEM,50
3411242,341,science,TEKNOLOGI HASIL HUTAN,30
3411265,341,science,TEKNOLOGI INDUSTRI PERTANIAN,63
3411273,341,science,TEKNOLOGI PANGAN,65
3411281,341,science,NUTRISI DAN TEKNOLOGI PAKAN,50
3411296,341,science,TEKNOLOGI PRODUKSI TERNAK,40
3411315,341,science,TEKNIK SIPIL DAN LINGKUNGAN,41
3411323,341,science,TEKNOLOGI & MANAJEMEN PERIKANAN BUDIDAYA,50
3411331,341,science,EKONOMI PEMBANGUNAN,37
3411346,341,science,MANAJEMEN,53
3411354,341,science,ILMU GIZI,37
3411362,341,science,EKONOMI SYARIAH,35
3411377,341,science,MANAJEMEN SUMBERDAYA LAHAN,35
3411385,341,science,PROTEKSI TANAMAN,40
3411393,341,science,MANAJEMEN SUMBERDAYA PERAIRAN,39
3411404,341,science,TEKNOLOGI HASIL PERAIRAN,39
3411412,341,science,TEKNOLOGI & MANAJEMEN PERIKANAN TANGKAP,38
3411427,341,science,SILVIKULTUR,32
3411435,341,science,METEOROLOGI TERAPAN,35
3411443,341,science,MATEMATIKA,31
3411451,341,science,FISIKA,35
3411466,341,science,ILMU KELUARGA DAN KONSUMEN,37
3411474,341,science,BISNIS,41
3411482,341,science,TEKNOLOGI HASIL TERNAK,28
3411497,341,science,AKTUARIA,27
3421012,342,science,PENDIDIKAN MATEMATIKA,84
3421027,342,science,PENDIDIKAN BIOLOGI,72
3421035,342,science,AGROTEKNOLOGI ,72
3421043,342,science,AGRIBISNIS ,48
3421051,342,science,TEKNIK SIPIL ,48
3421066,342,science,TEKNIK ELEKTRO ,48
3421074,342,science,TEKNIK INFORMATIKA,48
3421082,342,science,KESEHATAN MASYARAKAT,72
3421097,342,science,PENDIDIKAN FISIKA,54
3421101,342,science,GIZI,48
3511011,351,science,BIOLOGI,75
3511026,351,science,KIMIA,40
3511034,351,science,MATEMATIKA,40
3511042,351,science,FISIKA,40
3511057,351,science,MANAJEMEN SUMBERDAYA PERAIRAN,30
3511065,351,science,BUDIDAYA PERAIRAN,30
3511073,351,science,TEKNIK PERTANIAN,50
3511081,351,science,TEKNIK ELEKTRO,50
3511096,351,science,TEKNIK SIPIL,50
3511107,351,science,PENDIDIKAN DOKTER,60
3511115,351,science,KESEHATAN MASYARAKAT,60
3511123,351,science,KEPERAWATAN,40
3511131,351,science,FARMASI,50
3511146,351,science,TEKNIK GEOLOGI,30
3511154,351,science,ILMU KELAUTAN,30
3511162,351,science,AGROTEKNOLOGI,110
3511177,351,science,AGRIBISNIS,60
3511185,351,science,ILMU DAN TEKNOLOGI PANGAN,50
3511193,351,science,PETERNAKAN,110
3511204,351,science,TEKNIK INFORMATIKA,32
3511212,351,science,PENDIDIKAN DOKTER GIGI,25
3511227,351,science,ILMU GIZI,40
3511235,351,science,PENDIDIKAN JASMANI KESEHATAN DAN REKREASI,35
3511243,351,science,TEKNIK INDUSTRI,22
3521013,352,science,AGROTEKNOLOGI,48
3521021,352,science,TEKNIK SIPIL,48
3521036,352,science,TEKNIK MESIN,48
3521044,352,science,TEKNIK ELEKTRO,48
3521052,352,science,PETERNAKAN,48
3521067,352,science,PENDIDIKAN ILMU PENGETAHUAN ALAM,48
3521075,352,science,PENDIDIKAN BIOLOGI,48
3521083,352,science,PENDIDIKAN MATEMATIKA,48
3521091,352,science,AKUAKULTUR,48
3531015,353,science,KEDOKTERAN,110
3531023,353,science,PSIKOLOGI,60
3531031,353,science,AGROTEKNOLOGI / AGROEKOTEKNOLOGI,100
3531046,353,science,AGRIBISNIS,60
3531054,353,science,PETERNAKAN,70
3531062,353,science,ILMU DAN TEKNOLOGI PANGAN,50
3531077,353,science,TEKNIK SIPIL,80
3531085,353,science,ARSITEKTUR,50
3531093,353,science,TEKNIK INDUSTRI,55
3531104,353,science,TEKNIK MESIN,50
3531112,353,science,TEKNIK KIMIA,50
3531127,353,science,MATEMATIKA,50
3531135,353,science,FISIKA,50
3531143,353,science,KIMIA,45
3531151,353,science,BIOLOGI,45
3531166,353,science,PERENCANAAN WILAYAH DAN KOTA (PWK),23
3531174,353,science,INFORMATIKA,40
3531182,353,science,PENDIDIKAN FISIKA,40
3531197,353,science,PENDIDIKAN KIMIA,40
3531201,353,science,PENDIDIKAN BIOLOGI,45
3531216,353,science,PENDIDIKAN MATEMATIKA,40
3531224,353,science,PENDIDIKAN TEKNIK MESIN,40
3531232,353,science,PENDIDIKAN TEKNIK BANGUNAN,40
3531247,353,science,PENDIDIKAN TEKNIK INFORMATIKA & KOMPUTER,40
3531255,353,science,ILMU TANAH,50
3531263,353,science,PENYULUHAN DAN KOMUNIKASI PERTANIAN,50
3531271,353,science,FARMASI,30
3531286,353,science,TEKNIK ELEKTRO,40
3531294,353,science,STATISTIKA,50
3531305,353,science,PENDIDIKAN IPA,40
3531313,353,science,ILMU LINGKUNGAN,50
3531321,353,science,PENGELOLAAN HUTAN,25
3551012,355,science,KESEHATAN MASYARAKAT,150
3551027,355,science,KEDOKTERAN,85
3551035,355,science,KEPERAWATAN,60
3551043,355,science,GIZI,65
3551051,355,science,MATEMATIKA,70
3551066,355,science,BIOLOGI,83
3551074,355,science,KIMIA ,83
3551082,355,science,FISIKA,83
3551097,355,science,STATISTIKA,83
3551101,355,science,INFORMATIKA,83
3551116,355,science,MANAJEMEN SUMBERDAYA PERAIRAN,40
3551124,355,science,AKUAKULTUR,60
3551132,355,science,PERIKANAN TANGKAP,50
3551147,355,science,ILMU KELAUTAN  ,90
3551155,355,science,OCEANOGRAFI  ,60
3551163,355,science,TEKNOLOGI HASIL PERIKANAN,50
3551171,355,science,TEKNIK SIPIL,80
3551186,355,science,ARSITEKTUR,65
3551194,355,science,TEKNIK MESIN,90
3551205,355,science,TEKNIK KIMIA,113
3551213,355,science,TEKNIK ELEKTRO,75
3551221,355,science,PERENCANAAN WILAYAH DAN KOTA,79
3551236,355,science,TEKNIK INDUSTRI,75
3551244,355,science,TEKNIK LINGKUNGAN,60
3551252,355,science,TEKNIK PERKAPALAN  ,65
3551267,355,science,TEKNIK GEOLOGI,45
3551275,355,science,TEKNIK GEODESI,60
3551283,355,science,TEKNIK KOMPUTER,60
3551291,355,science,PETERNAKAN,125
3551302,355,science,TEKNOLOGI PANGAN,50
3551317,355,science,AGROEKOTEKNOLOGI,50
3551325,355,science,AGRIBISNIS,50
3551333,355,science,KEDOKTERAN GIGI,13
3551341,355,science,FARMASI,25
3551356,355,science,BIOTEKNOLOGI,45
3561014,356,science,PENDIDIKAN MATEMATIKA,76
3561022,356,science,PENDIDIKAN FISIKA,42
3561037,356,science,PENDIDIKAN KIMIA,42
3561045,356,science,PENDIDIKAN BIOLOGI,42
3561053,356,science,PENDIDIKAN TEKNIK BANGUNAN,24
3561061,356,science,PENDIDIKAN TEKNIK MESIN,36
3561076,356,science,PENDIDIKAN TEKNIK ELEKTRO,24
3561084,356,science,ILMU KEOLAHRAGAAN,48
3561092,356,science,MATEMATIKA,18
3561103,356,science,FISIKA,32
3561111,356,science,KIMIA,32
3561126,356,science,BIOLOGI,32
3561134,356,science,KESEHATAN MASYARAKAT,72
3561142,356,science,PENDIDIKAN IPA,32
3561157,356,science,PEND. TEKNIK INFORMATIKA & KOMPUTER,24
3561165,356,science,TEKNIK ARSITEKTUR,24
3561173,356,science,PENDIDIKAN TEKNIK OTOMOTIF,36
3561181,356,science,TEKNIK KIMIA,42
3561196,356,science,TEKNIK MESIN,24
3561207,356,science,TEKNIK SIPIL,32
3561215,356,science,TEKNIK INFORMATIKA,32
3561223,356,science,TEKNIK ELEKTRO,16
3561231,356,science,GIZI,48
3561246,356,science,SISTEM INFORMASI,16
3561254,356,science,ILMU LINGKUNGAN,16
3561262,356,science,FARMASI,16
3571055,357,science,GIZI,48
3571063,357,science,MATEMATIKA,24
3571071,357,science,KIMIA,24
3571086,357,science,FISIKA,12
3571094,357,science,BIOLOGI,24
3571105,357,science,TEKNOLOGI INFORMASI,24
3611012,361,science,BIOLOGI,102
3611027,361,science,FARMASI,108
3611035,361,science,GEOGRAFI LINGKUNGAN,45
3611043,361,science,KARTOGRAFI DAN PENGINDERAAN JAUH,34
3611051,361,science,PEMBANGUNAN WILAYAH,30
3611066,361,science,KEDOKTERAN,79
3611074,361,science,ILMU KEPERAWATAN,45
3611082,361,science,GIZI KESEHATAN,45
3611097,361,science,KEDOKTERAN GIGI,68
3611101,361,science,KEDOKTERAN HEWAN,90
3611155,361,science,FISIKA,32
3611163,361,science,KIMIA,63
3611171,361,science,MATEMATIKA,32
3611186,361,science,ILMU KOMPUTER,32
3611194,361,science,STATISTIKA,27
3611205,361,science,GEOFISIKA,27
3611213,361,science,ELEKTRONIKA DAN INSTRUMENTASI,32
3611221,361,science,AGRONOMI,36
3611244,361,science,ILMU TANAH,27
3611252,361,science,EKONOMI PERTANIAN DAN AGRIBISNIS,36
3611267,361,science,PROTEKSI TANAMAN (ILMU HAMA DAN PENYAKIT TUMBUHAN),30
3611275,361,science,PENYULUHAN DAN KOMUNIKASI PERTANIAN,18
3611283,361,science,AKUAKULTUR (BUDIDAYA PERIKANAN),27
3611291,361,science,TEKNOLOGI HASIL PERIKANAN,27
3611302,361,science,MANAJEMEN SUMBERDAYA AKUATIK (MANAJEMEN SUMBER DAYA PERIKANAN),27
3611317,361,science,MIKROBIOLOGI PERTANIAN,14
3611325,361,science,ILMU DAN INDUSTRI PETERNAKAN,135
3611333,361,science,ARSITEKTUR,36
3611341,361,science,PERENCANAAN WILAYAH DAN KOTA,36
3611356,361,science,TEKNIK GEODESI,61
3611364,361,science,TEKNIK GEOLOGI,54
3611372,361,science,TEKNIK KIMIA,68
3611387,361,science,TEKNIK ELEKTRO,45
3611395,361,science,TEKNIK MESIN,63
3611406,361,science,TEKNIK SIPIL,68
3611414,361,science,TEKNIK NUKLIR,30
3611422,361,science,TEKNIK FISIKA,54
3611437,361,science,TEKNIK INDUSTRI,50
3611445,361,science,TEKNIK PERTANIAN,45
3611453,361,science,TEKNOLOGI PANGAN DAN HASIL PERTANIAN,50
3611461,361,science,TEKNOLOGI INDUSTRI PERTANIAN,50
3611476,361,science,HIGIENE GIGI,23
3611484,361,science,KEHUTANAN,124
3611492,361,science,TEKNOLOGI INFORMASI,45
3611503,361,science,ILMU AKTUARIA,18
3621014,362,science,PENDIDIKAN MATEMATIKA,32
3621022,362,science,PENDIDIKAN FISIKA,32
3621037,362,science,PENDIDIKAN KIMIA,32
3621045,362,science,PENDIDIKAN BIOLOGI,32
3621053,362,science,PENDIDIKAN TEKNIK ELEKTRONIKA,16
3621061,362,science,PENDIDIKAN TEKNIK OTOMOTIF,32
3621076,362,science,PENDIDIKAN TEKNIK MESIN,32
3621084,362,science,PENDIDIKAN TEKNIK ELEKTRO,32
3621092,362,science,PENDIDIKAN TEKNIK SIPIL & PERENCANAAN,48
3621103,362,science,MATEMATIKA,32
3621111,362,science,FISIKA,32
3621126,362,science,KIMIA,32
3621134,362,science,BIOLOGI,32
3621142,362,science,PENDIDIKAN TEKNIK MEKATRONIKA,32
3621157,362,science,PENDIDIKAN TEKNIK INFORMATIKA,16
3621165,362,science,PENDIDIKAN IPA,32
3621173,362,science,ILMU KEOLAHRAGAAN,16
3621397,362,science,STATISTIKA,16
3621401,362,science,PENDIDIKAN JASMANI KESEHATAN DAN REKREASI,80
3621416,362,science,PENDIDIKAN KEPELATIHAN OLAHRAGA,48
3621424,362,science,PGSD PENDIDIKAN JASMANI,48
3621432,362,science,TEKNIK ELEKTRO,16
3621447,362,science,TEKNOLOGI INFORMASI,16
3621455,362,science,TEKNIK MANUFAKTUR,16
3631016,363,science,TEKNIK GEOLOGI,78
3631024,363,science,TEKNIK PERTAMBANGAN,90
3631032,363,science,TEKNIK PERMINYAKAN,90
3631047,363,science,TEKNIK LINGKUNGAN,63
3631055,363,science,TEKNIK GEOFISIKA,45
3631063,363,science,TEKNIK KIMIA,80
3631071,363,science,TEKNIK INDUSTRI,80
3631086,363,science,TEKNIK INFORMATIKA,100
3631094,363,science,AGROTEKNOLOGI,125
3631105,363,science,AGRIBISNIS,60
3631113,363,science,METALURGI,30
3631121,363,science,ILMU TANAH,60
3631136,363,science,SISTEM INFORMASI,45
3631144,363,science,TEKNIK GEOMATIKA,35
3651013,365,science,MATEMATIKA,27
3651021,365,science,FISIKA,27
3651036,365,science,KIMIA,27
3651044,365,science,BIOLOGI,27
3651052,365,science,TEKNIK INFORMATIKA,27
3651067,365,science,TEKNIK INDUSTRI,27
3651075,365,science,PENDIDIKAN MATEMATIKA,27
3651083,365,science,PENDIDIKAN FISIKA,27
3651091,365,science,PENDIDIKAN KIMIA,27
3651102,365,science,PENDIDIKAN BIOLOGI,27
3711013,371,science,AGROTEKNOLOGI / AGROEKOTEKNOLOGI,75
3711021,371,science,AGRIBISNIS,75
3711036,371,science,PENDIDIKAN MATEMATIKA,72
3711044,371,science,PENDIDIKAN FISIKA,65
3711052,371,science,PENDIDIKAN BIOLOGI,70
3711067,371,science,TEKNOLOGI HASIL PERTANIAN,82
3711075,371,science,TEKNIK PERTANIAN,55
3711083,371,science,PENDIDIKAN  DOKTER GIGI,70
3711091,371,science,MATEMATIKA,60
3711102,371,science,FISIKA,45
3711117,371,science,KIMIA,40
3711125,371,science,BIOLOGI,45
3711133,371,science,PENDIDIKAN DOKTER,70
3711141,371,science,KESEHATAN MASYARAKAT,100
3711156,371,science,TEKNIK MESIN,60
3711164,371,science,TEKNIK ELEKTRO,60
3711172,371,science,TEKNIK SIPIL,72
3711187,371,science,FARMASI,80
3711195,371,science,ILMU KEPERAWATAN,100
3711206,371,science,SISTEM INFORMASI,75
3711245,371,science,TEKNOLOGI INDUSTRI PERTANIAN,40
3711253,371,science,ILMU TANAH,25
3711261,371,science,PROTEKSI TANAMAN,25
3711276,371,science,TEKNOLOGI INFORMASI,50
3711284,371,science,PENDIDIKAN IPA,62
3711292,371,science,PERENCANAAN WILAYAH DAN KOTA,40
3711303,371,science,TEKNIK KIMIA,60
3711311,371,science,AGRONOMI,25
3711326,371,science,ILMU PERTANIAN,25
3711334,371,science,INFORMATIKA,50
3711342,371,science,PENYULUHAN PERTANIAN,25
3711357,371,science,TEKNIK LINGKUNGAN,40
3711365,371,science,TEKNIK KONSTRUKSI PERKAPALAN,30
3711373,371,science,PETERNAKAN,25
3711381,371,science,GIZI,25
3711396,371,science,TEKNIK PERTAMBANGAN,20
3711407,371,science,TEKNIK PERMINYAKAN,20
3721015,372,science,MANAJEMEN SUMBERDAYA PERAIRAN,72
3721023,372,science,BUDIDAYA PERAIRAN,72
3721031,372,science,TEKNIK SIPIL,70
3721046,372,science,TEKNIK MESIN,80
3721054,372,science,TEKNIK ELEKTRO,80
3721062,372,science,ARSITEKTUR,70
3721077,372,science,TEKNIK PENGAIRAN,70
3721085,372,science,PENDIDIKAN DOKTER,100
3721093,372,science,ILMU DAN TEKNOLOGI PANGAN,68
3721104,372,science,BIOLOGI,70
3721112,372,science,FISIKA,48
3721127,372,science,KIMIA,80
3721135,372,science,MATEMATIKA,80
3721143,372,science,PEMANFAATAN SUMBERDAYA PERIKANAN,72
3721151,372,science,TEKNOLOGI HASIL PERIKANAN,72
3721166,372,science,AGROBISNIS PERIKANAN,72
3721174,372,science,KETEKNIKAN PERTANIAN,52
3721182,372,science,STATISTIKA,80
3721197,372,science,PERENCANAAN WILAYAH & KOTA,70
3721201,372,science,TEKNOLOGI INDUSTRI PERTANIAN,100
3721216,372,science,ILMU KEPERAWATAN,56
3721232,372,science,GIZI KESEHATAN / ILMU GIZI,48
3721247,372,science,TEKNIK INDUSTRI,80
3721255,372,science,TEKNIK INFORMATIKA,96
3721263,372,science,AGROEKOTEKNOLOGI,312
3721271,372,science,AGRIBISNIS,168
3721286,372,science,PETERNAKAN,264
3721294,372,science,PENDIDIKAN DOKTER HEWAN,80
3721305,372,science,PENDIDIKAN DOKTER GIGI,40
3721313,372,science,ILMU KELAUTAN,72
3721321,372,science,KEBIDANAN,44
3721336,372,science,FARMASI,48
3721352,372,science,TEKNIK KOMPUTER,64
3721367,372,science,SISTEM INFORMASI,64
3721375,372,science,TEKNIK KIMIA,60
3721383,372,science,INSTRUMENTASI,36
3721391,372,science,TEKNIK GEOFISIKA,36
3721417,372,science,BIOTEKNOLOGI,52
3721433,372,science,TEKNOLOGI BIOPROSES,36
3721441,372,science,TEKNIK LINGKUNGAN,52
3721472,372,science,PENDIDIKAN TEKNOLOGI INFORMASI,32
3721487,372,science,TEKNOLOGI INFORMASI,32
3721495,372,science,AGROEKOTEKNOLOGI (PSDKU KEDIRI),20
3721506,372,science,AGRIBISNIS (PSDKU KEDIRI),20
3721514,372,science,PETERNAKAN (PSDKU KEDIRI),16
3721522,372,science,AKUAKULTUR (PSDKU KEDIRI) ,20
3721537,372,science,SOSIAL EKONOMI PERIKANAN (PSDKU KEDIRI),20
3731017,373,science,PENDIDIKAN MATEMATIKA  ,70
3731025,373,science,PENDIDIKAN FISIKA  ,53
3731033,373,science,PENDIDIKAN KIMIA ,55
3731041,373,science,PENDIDIKAN BIOLOGI ,55
3731064,373,science,PENDIDIKAN TEKNIK MESIN ,50
3731072,373,science,PENDIDIKAN TEKNIK BANGUNAN ,50
3731087,373,science,PENDIDIKAN TEKNIK INFORMATIKA ,45
3731095,373,science,PENDIDIKAN TEKNIK OTOMOTIF ,50
3731106,373,science,ILMU KEOLAHRAGAAN ,43
3731114,373,science,MATEMATIKA ,70
3731122,373,science,FISIKA ,60
3731137,373,science,KIMIA ,55
3731145,373,science,BIOLOGI ,55
3731153,373,science,PENDIDIKAN TEKNIK ELEKTRO ,45
3731161,373,science,TEKNIK SIPIL,70
3731176,373,science,PENDIDIKAN ILMU PENGETAHUAN ALAM,53
3731184,373,science,ILMU KESEHATAN MASYARAKAT,80
3731192,373,science,TEKNIK MESIN,30
3731203,373,science,TEKNIK ELEKTRO,45
3731211,373,science,TEKNIK INFORMATIKA,45
3731226,373,science,TEKNIK INDUSTRI,30
3741012,374,science,MATEMATIKA,66
3741027,374,science,BIOLOGI,66
3741035,374,science,KIMIA,66
3741043,374,science,FISIKA,50
3741051,374,science,TEKNIK INFORMATIKA,90
3741066,374,science,TEKNIK ARSITEKTUR,68
3741074,374,science,FARMASI,66
3741124,374,science,PENDIDIKAN DOKTER,30
3811014,381,science,PENDIDIKAN DOKTER,100
3811022,381,science,PENDIDIKAN DOKTER GIGI,72
3811037,381,science,PENDIDIKAN APOTEKER,100
3811045,381,science,KEDOKTERAN HEWAN,100
3811053,381,science,MATEMATIKA,40
3811061,381,science,BIOLOGI,40
3811076,381,science,FISIKA,40
3811084,381,science,KIMIA,40
3811092,381,science,KESEHATAN MASYARAKAT,112
3811103,381,science,PENDIDIKAN NERS,70
3811111,381,science,BUDIDAYA PERAIRAN,72
3811126,381,science,PENDIDIKAN BIDAN,30
3811134,381,science,TEKNOBIOMEDIK,32
3811142,381,science,ILMU DAN TEKNOLOGI LINGKUNGAN,32
3811157,381,science,SISTEM INFORMASI,32
3811165,381,science,STATISTIKA,32
3811173,381,science,ILMU GIZI,48
3811181,381,science,PENDIDIKAN DOKTER HEWAN (PSDKU BANYUWANGI),20
3811196,381,science,KESEHATAN MASYARAKAT (PSDKU BANYUWANGI),20
3811207,381,science,BUDIDAYA PERAIRAN (PSDKU BANYUWANGI),20
3811215,381,science,TEKNOLOGI INDUSTRI HASIL PERIKANAN,48
3821016,382,science,FISIKA,48
3821024,382,science,MATEMATIKA,52
3821032,382,science,STATISTIKA,60
3821047,382,science,KIMIA,48
3821055,382,science,BIOLOGI,40
3821063,382,science,TEKNIK MESIN,88
3821071,382,science,TEKNIK ELEKTRO,96
3821086,382,science,TEKNIK KIMIA,80
3821094,382,science,TEKNIK FISIKA,72
3821105,382,science,TEKNIK INDUSTRI,80
3821113,382,science,TEKNIK MATERIAL,64
3821121,382,science,TEKNIK SIPIL,60
3821136,382,science,ARSITEKTUR,40
3821144,382,science,TEKNIK LINGKUNGAN,48
3821152,382,science,TEKNIK GEOMATIKA,48
3821167,382,science,PERENCANAAN WILAYAH DAN KOTA,44
3821175,382,science,TEKNIK PERKAPALAN,36
3821183,382,science,TEKNIK KELAUTAN,52
3821191,382,science,TEKNIK SISTEM PERKAPALAN,52
3821202,382,science,INFORMATIKA,100
3821217,382,science,SISTEM INFORMASI,60
3821225,382,science,DESAIN PRODUK INDUSTRI,27
3821233,382,science,TEKNIK TRANSPORTASI LAUT,20
3821241,382,science,TEK. SIST PERKAPALAN (GLR GANDA ITS-JERMAN),24
3821256,382,science,TEKNIK KOMPUTER,32
3821272,382,science,TEKNIK GEOFISIKA,24
3821287,382,science,DESAIN INTERIOR,24
3821295,382,science,TEKNIK BIOMEDIK,32
3821306,382,science,SAINS AKTUARIA,32
3821314,382,science,TEKNOLOGI INFORMASI,20
3821322,382,science,DESAIN KOMUNIKASI VISUAL,24
3831011,383,science,PEND. MATEMATIKA,45
3831026,383,science,PEND. FISIKA,45
3831034,383,science,PEND. KIMIA,45
3831042,383,science,PEND. BIOLOGI,45
3831057,383,science,MATEMATIKA,32
3831065,383,science,FISIKA,32
3831073,383,science,KIMIA,32
3831081,383,science,BIOLOGI,33
3831096,383,science,PEND. SAINS,43
3831107,383,science,PEND. TEKNIK ELEKTRO,36
3831115,383,science,PEND. TEKNIK MESIN,36
3831123,383,science,PEND. TEKNIK BANGUNAN,18
3831131,383,science,ILMU KEOLAHRAGAAN,81
3831146,383,science,TEKNIK SIPIL,36
3831154,383,science,PENDIDIKAN TEKNOLOGI INFORMASI,36
3831162,383,science,TEKNIK ELEKTRO,36
3831177,383,science,TEKNIK MESIN,41
3831185,383,science,SISTEM INFORMASI,54
3831193,383,science,TEKNIK INFORMATIKA,54
3831204,383,science,GIZI,36
3841013,384,science,AGROEKOTEKNOLOGI,68
3841021,384,science,AGRIBISNIS,68
3841036,384,science,TEKNOLOGI INDUSTRI PERTANIAN,68
3841044,384,science,ILMU KELAUTAN,68
3841052,384,science,TEKNIK INDUSTRI,100
3841067,384,science,TEKNIK INFORMATIKA,100
3841075,384,science,TEKNIK ELEKTRO,60
3841083,384,science,PENDIDIKAN INFORMATIKA,80
3841091,384,science,PENDIDIKAN ILMU PENGETAHUAN ALAM,80
3841102,384,science,MANAJEMEN SUMBERDAYA PERAIRAN,45
3841117,384,science,TEKNIK MESIN,60
3841125,384,science,TEKNIK MEKATRONIKA,60
3841133,384,science,SISTEM INFORMASI,100
3851015,385,science,AGRIBISNIS,100
3851023,385,science,AGROTEKNOLOGI ,120
3851031,385,science,TEKNIK KIMIA,120
3851046,385,science,TEKNIK INDUSTRI,100
3851054,385,science,TEKNOLOGI PANGAN,60
3851062,385,science,TEKNIK INFORMATIKA,100
3851077,385,science,SISTEM INFORMASI,60
3851085,385,science,ARSITEKTUR,40
3851093,385,science,TEKNIK LINGKUNGAN,60
3851104,385,science,TEKNIK SIPIL,60
3851112,385,science,DESAIN KOMUNIKASI VISUAL,40
3861017,386,science,PENDIDIKAN MATEMATIKA,32
3861025,386,science,TEKNIK LINGKUNGAN,28
3861033,386,science,ARSITEKTUR,28
3861041,386,science,SISTEM INFORMASI,28
3861056,386,science,ILMU KELAUTAN,28
3861064,386,science,BIOLOGI,28
3861072,386,science,MATEMATIKA,28
3861087,386,science,PENDIDIKAN ILMU PENGETAHUAN ALAM,12
5111022,511,science,SOSIAL EKONOMI PERTANIAN (AGRIBISNIS),50
5111045,511,science,TEKNIK SIPIL,97
5111053,511,science,TEKNIK ELEKTRO,80
5111061,511,science,TEKNIK ARSITEKTUR,25
5111076,511,science,TEKNIK INFORMATIKA,35
5111084,511,science,TEKNIK INDUSTRI,28
5111092,511,science,TEKNIK LINGKUNGAN,47
5111103,511,science,PEND. MATEMATIKA,30
5111111,511,science,PEND. BIOLOGI,30
5111126,511,science,PEND. FISIKA,26
5111134,511,science,PEND. KIMIA,26
5111165,511,science,MATEMATIKA,30
5111173,511,science,FISIKA,30
5111181,511,science,KIMIA,50
5111196,511,science,BIOLOGI,50
5111207,511,science,PEND. DOKTER,36
5111215,511,science,FARMASI,36
5111223,511,science,SISTEM KOMPUTER,48
5111231,511,science,AGROTEKNOLOGI,100
5111246,511,science,KEHUTANAN,180
5111254,511,science,KEPERAWATAN,30
5111262,511,science,GEOFISIKA,30
5111277,511,science,ILMU KELAUTAN,30
5111285,511,science,PERENCANAAN WILAYAH KOTA,20
5111293,511,science,ILMU DAN TEKNOLOGI PANGAN,61
5111304,511,science,TEKNIK PERTAMBANGAN,24
5111312,511,science,PETERNAKAN,24
5111327,511,science,STATISTIK,30
5111335,511,science,TEKNIK KELAUTAN,24
5111343,511,science,TEKNIK KIMIA,20
5111351,511,science,TEKNIK MESIN,20
5111366,511,science,ILMU TANAH,61
5111374,511,science,SISTEM INFORMASI ,30
5211015,521,science,ILMU SOSIAL EKONOMI PERTANIAN (AGRIBISNIS),40
5211054,521,science,MANAJEMEN SUMBERDAYA PERAIRAN,72
5211062,521,science,BUDIDAYA PERAIRAN,72
5211085,521,science,TEKNIK SIPIL,64
5211093,521,science,ARSITEKTUR ,40
5211104,521,science,TEKNIK PERANGKAT LUNAK (TEK. INFORMATIKA),30
5211112,521,science,PEND. MATEMATIKA ,34
5211127,521,science,PEND. FISIKA ,40
5211135,521,science,PEND. KIMIA ,30
5211143,521,science,PEND. BIOLOGI ,40
5211151,521,science,PEND. TEKNIK MESIN ,20
5211166,521,science,TEKNIK PERTAMBANGAN,24
5211174,521,science,AGROTEKNOLOGI,88
5211182,521,science,KEHUTANAN,96
5211197,521,science,TEKNOLOGI HASIL PERIKANAN,72
5211201,521,science,PETERNAKAN,48
5211216,521,science,PENDIDIKAN TEKNIK BANGUNAN,20
5211224,521,science,PENDIDIKAN DOKTER,20
