university_name,major_name,capacity
Universitas Negeri Jakarta,Pendidikan Bahasa Jepang,25
Universitas Negeri Jakarta,Pendidikan Tari,25
Universitas Negeri Jakarta,Pendidikan Musik,25
Universitas Negeri Jakarta,Pendidikan Seni Rupa,30
Universitas Negeri Jakarta,Pendidikan Pancasila & Kewarganegaraan,40
Universitas Negeri Jakarta,Pendidikan Geografi,40
Universitas Negeri Jakarta,Pendidikan Sejarah,40
Universitas Negeri Jakarta,Pendidikan Agama Islam,40
Universitas Negeri Jakarta,Sosiologi,40
Universitas Negeri Jakarta,Pendidikan Sosiologi,40
Universitas Negeri Jakarta,Pendidikan Vokasional Kesejahteraan Keluarga,40
Universitas Negeri Jakarta,Pendidikan Jasmani,40
Universitas Negeri Jakarta,Pendidikan Kepelatihan  Olahraga,40
Universitas Negeri Jakarta,Pendidikan Ekonomi,60
Universitas Negeri Jakarta,Manajemen,36
Universitas Negeri Jakarta,Akuntansi,36
Universitas Negeri Jakarta,Pendidikan Ilmu Pengetahuan Sosial,40
Universitas Negeri Jakarta,Pendidikan Vokasional Seni Kuliner,40
Universitas Negeri Jakarta,Pendidikan Vokasional Desain Fashion,30
Universitas Negeri Jakarta,Pendidikan Vokasional Tata Rias,30
Universitas Negeri Jakarta,Pendidikan Bisnis,40
Universitas Negeri Jakarta,Pendidikan Bahasa Mandarin,13
Universitas Negeri Jakarta,Pendidikan Administrasi Perkantoran,40
Universitas Negeri Jakarta,Olahraga Rekreasi,20
Universitas Negeri Jakarta,Kepelatihan Kecabangan Olahraga,30
Universitas Negeri Jakarta,Ilmu Komunikasi,40
"Upn ""Veteran"" Jakarta",Manajemen,140
"Upn ""Veteran"" Jakarta",Akuntansi,120
"Upn ""Veteran"" Jakarta",Hubungan Internasional,80
"Upn ""Veteran"" Jakarta",Ilmu Komunikasi,160
"Upn ""Veteran"" Jakarta",Hukum,160
"Upn ""Veteran"" Jakarta",Ekonomi Pembangunan,40
"Upn ""Veteran"" Jakarta",Ekonomi Syariah,40
"Upn ""Veteran"" Jakarta",Ilmu Politik,60
Universitas Jenderal Soedirman,Ilmu Hukum,175
Universitas Jenderal Soedirman,Sosiologi,60
Universitas Jenderal Soedirman,Administrasi Negara,60
Universitas Jenderal Soedirman,Manajemen,60
Universitas Jenderal Soedirman,Ekonomi Pembangunan,60
Universitas Jenderal Soedirman,Akuntansi,60
Universitas Jenderal Soedirman,Ilmu Komunikasi,40
Universitas Jenderal Soedirman,Ilmu Politik,40
Universitas Jenderal Soedirman,Bahasa Dan Sastra Indonesia,30
Universitas Jenderal Soedirman,Bahasa Dan Sastra Inggris,30
Universitas Jenderal Soedirman,Hubungan Internasional,40
Universitas Jenderal Soedirman,Bahasa Jepang,30
Universitas Jenderal Soedirman,Pendidikan Ekonomi,25
Universitas Jenderal Soedirman,Pendidikan Bahasa Dan Sastra Indonesia,25
Universitas Jenderal Soedirman,Pendidikan Bahasa Inggris,30
Universitas Tidar,Ekonomi Pembangunan,60
Universitas Tidar,Ilmu Administrasi Negara,54
Universitas Tidar,Pendidikan Bahasa Inggris,54
Universitas Tidar,Pendidikan Bahasa Dan Sastra Indonesia,54
Universitas Tidar,Hukum,54
Universitas Tidar,Manajemen,60
Universitas Tidar,Ilmu Komunikasi,54
Universitas Tidar,Akuntansi,60
Universitas Sebelas Maret,Ilmu Administrasi Negara,60
Universitas Sebelas Maret,Ilmu Komunikasi,50
Universitas Sebelas Maret,Sosiologi,45
Universitas Sebelas Maret,Ilmu Hukum,225
Universitas Sebelas Maret,Ekonomi Pembangunan,70
Universitas Sebelas Maret,Manajemen,70
Universitas Sebelas Maret,Akuntansi,70
Universitas Sebelas Maret,Ilmu Sejarah,30
Universitas Sebelas Maret,Sastra Indonesia,35
Universitas Sebelas Maret,Sastra Inggris,28
Universitas Sebelas Maret,Sastra Daerah Untuk Sastra Jawa,33
Universitas Sebelas Maret,Kriya Seni (Desain Tekstil),30
Universitas Sebelas Maret,"Seni Rupa Murni (Lukis, Grfs, Ptng, Krmik)",25
Universitas Sebelas Maret,Desain Interior,25
Universitas Sebelas Maret,Desain Komunikasi Visual,30
Universitas Sebelas Maret,Pendidikan Sejarah,40
Universitas Sebelas Maret,Pendidikan Geografi,40
Universitas Sebelas Maret,Pend. Pancasila & Kewarganegaraan (Ppkn),40
Universitas Sebelas Maret,Pendidikan Luar Biasa (Pendidikan Khusus),40
Universitas Sebelas Maret,"Pendidikan Jasmani, Kesehatan & Rekreasi",60
Universitas Sebelas Maret,Pendidikan Kepelatihan Olahraga,60
Universitas Sebelas Maret,"Pend. Bahasa, Sastra Indonesia & Daerah",40
Universitas Sebelas Maret,Pendidikan Bahasa Inggris,40
Universitas Sebelas Maret,Pendidikan Seni Rupa,40
Universitas Sebelas Maret,Pendidikan Sosiologi Antropologi,40
Universitas Sebelas Maret,Pend. Guru Sekolah Dasar (Pgsd) Surakarta,80
Universitas Sebelas Maret,Bimbingan Dan Konseling,40
Universitas Sebelas Maret,Pend. Guru Pend Anak Usia Dini (Pg-Paud),40
Universitas Sebelas Maret,Sastra Arab,28
Universitas Sebelas Maret,Pendidikan Bahasa Jawa,40
Universitas Sebelas Maret,Pend. Guru Sekolah Dasar (Pgsd) Kebumen,60
Universitas Sebelas Maret,Hubungan Internasional,33
Universitas Sebelas Maret,Pendidikan Akuntansi,40
Universitas Sebelas Maret,Pendidikan Administrasi Perkantoran,40
Universitas Sebelas Maret,Pendidikan Ekonomi,40
Isi Surakarta,Seni Tari,65
Isi Surakarta,Etnomusikologi,43
Isi Surakarta,Seni Teater,33
Isi Surakarta,Kriya Seni,33
Isi Surakarta,Seni Rupa Murni,40
Isi Surakarta,Desain Interior,40
Isi Surakarta,Desain Komunikasi Visual,40
Isi Surakarta,Televisi Dan Film,45
Isi Surakarta,Fotografi,38
Isi Surakarta,Seni Karawitan,55
Isi Surakarta,Seni Pedalangan,28
Universitas Diponegoro,Sastra Indonesia,60
Universitas Diponegoro,Sastra Inggris,70
Universitas Diponegoro,Sejarah,40
Universitas Diponegoro,Ilmu Perpustakaan  ,45
Universitas Diponegoro,Hukum,425
Universitas Diponegoro,Manajemen,138
Universitas Diponegoro,Ekonomi Pembangunan,88
Universitas Diponegoro,Akuntansi,138
Universitas Diponegoro,Administrasi Publik,88
Universitas Diponegoro,Administrasi Bisnis,88
Universitas Diponegoro,Ilmu Pemerintahan,60
Universitas Diponegoro,Ilmu Komunikasi,63
Universitas Diponegoro,Psikologi,125
Universitas Diponegoro,Bahasa Dan Kebudayaan Jepang,40
Universitas Diponegoro,Hubungan Internasional,50
Universitas Diponegoro,Antropologi Sosial,60
Universitas Diponegoro,Ekonomi Syariah,50
Universitas Negeri Semarang,Bimbingan Dan Konseling,36
Universitas Negeri Semarang,Teknologi Pendidikan,36
Universitas Negeri Semarang,Pendidikan Luar Sekolah,36
Universitas Negeri Semarang,Pendidikan Pancasila & Kewarganegaraan,40
Universitas Negeri Semarang,Pendidikan Geografi,40
Universitas Negeri Semarang,Pendidikan Sejarah,40
Universitas Negeri Semarang,"Pendidikan Jasmani, Kesehatan & Rekreasi",70
Universitas Negeri Semarang,Pendidikan Kepelatihan Olahraga,48
Universitas Negeri Semarang,Pendidikan Tata Boga,32
Universitas Negeri Semarang,Pendidikan Tata Busana,32
Universitas Negeri Semarang,Pendidikan Sosiologi & Antropologi,48
Universitas Negeri Semarang,Ekonomi Pembangunan,70
Universitas Negeri Semarang,Manajemen,96
Universitas Negeri Semarang,Psikologi,54
Universitas Negeri Semarang,Geografi,52
Universitas Negeri Semarang,Ilmu Hukum,160
Universitas Negeri Semarang,Akuntansi,96
Universitas Negeri Semarang,"Seni Rupa (Dkv,Lukis,Ptng,Grafis,Gbr Kriya)",28
Universitas Negeri Semarang,Pendidikan Ekonomi (Pendidikan Akuntansi),48
Universitas Negeri Semarang,Pendidikan Ekonomi (Pendidikan Koperasi),48
Universitas Negeri Semarang,Pend. Ekonomi (Pend. Admin. Pekantoran),48
Universitas Negeri Semarang,Pendidikan Bahasa Dan Sastra Indonesia,40
Universitas Negeri Semarang,Pendidikan Bahasa Inggris,72
Universitas Negeri Semarang,Pendidikan Bahasa Prancis,24
Universitas Negeri Semarang,Pendidikan Seni Rupa,28
Universitas Negeri Semarang,Sastra Indonesia,24
Universitas Negeri Semarang,Sastra Inggris,34
Universitas Negeri Semarang,Sastra Prancis,28
Universitas Negeri Semarang,Ilmu Sejarah,40
Universitas Negeri Semarang,Sastra Jawa,12
Universitas Negeri Semarang,Pendidikan Bahasa Dan Sastra Jawa,36
Universitas Negeri Semarang,"P. Seni Drama, Tari & Musik (P. Seni Tari)",36
Universitas Negeri Semarang,"P. Seni Drama, Tari & Musik (P. Seni Musik)",36
Universitas Negeri Semarang,Pendidikan Bahasa Jepang,28
Universitas Negeri Semarang,Pendidikan Bahasa Arab,28
Universitas Negeri Semarang,Pendidikan Guru Sekolah Dasar,160
Universitas Negeri Semarang,Pend.Guru Pend. Anak Usia Dini (Pgpaud),54
Universitas Negeri Semarang,Pendidikan Tata Kecantikan,24
Universitas Negeri Semarang,Pendidikan Bahasa Mandarin,14
Universitas Negeri Semarang,Ilmu Politik,40
Universitas Negeri Semarang,Pendidikan Jasmani Sekolah Dasar,32
Universitas Negeri Semarang,Pendidikan Ilmu Pengetahuan Sosial,40
Universitas Negeri Semarang,Pendidikan Kesejahteraan Keluarga,16
Universitas Islam Negeri Walisongo,Psikologi,64
Universitas Islam Negeri Walisongo,Sosiologi,80
Universitas Islam Negeri Walisongo,Ilmu Politik,64
Universitas Islam Negeri Walisongo,Ilmu Hukum,48
Universitas Islam Negeri Walisongo,Manajemen,32
Universitas Gadjah Mada,Ilmu Ekonomi,41
Universitas Gadjah Mada,Manajemen,59
Universitas Gadjah Mada,Akuntansi,68
Universitas Gadjah Mada,Filsafat,68
Universitas Gadjah Mada,Hukum,149
Universitas Gadjah Mada,Antropologi Budaya,30
Universitas Gadjah Mada,Arkeologi,21
Universitas Gadjah Mada,Sejarah,18
Universitas Gadjah Mada,Sastra Arab,25
Universitas Gadjah Mada,Bahasa Dan Sastra Indonesia,23
Universitas Gadjah Mada,Sastra Inggris,25
Universitas Gadjah Mada,Sastra Jawa,15
Universitas Gadjah Mada,Sastra Prancis,14
Universitas Gadjah Mada,Sastra Jepang,14
Universitas Gadjah Mada,Bahasa Dan Kebudayaan Korea,21
Universitas Gadjah Mada,Manajemen Dan Kebijakan Publik,34
Universitas Gadjah Mada,Ilmu Hubungan Internasional,36
Universitas Gadjah Mada,Politik Dan Pemerintahan,34
Universitas Gadjah Mada,Pembangunan Sosial Dan Kesejahteraan,34
Universitas Gadjah Mada,Ilmu Komunikasi,34
Universitas Gadjah Mada,Sosiologi,34
Universitas Gadjah Mada,Psikologi,102
Universitas Gadjah Mada,Pariwisata,23
Universitas Negeri Yogyakarta,Manajemen Pendidikan,32
Universitas Negeri Yogyakarta,Bimbingan & Konseling,32
Universitas Negeri Yogyakarta,Teknologi Pendidikan,28
Universitas Negeri Yogyakarta,Pendidikan Luar Biasa,48
Universitas Negeri Yogyakarta,Pendidikan Luar Sekolah,32
Universitas Negeri Yogyakarta,Pendidikan Seni Kerajinan,32
Universitas Negeri Yogyakarta,Pendidikan Kewarganegaraan,32
Universitas Negeri Yogyakarta,Pendidikan Sejarah,32
Universitas Negeri Yogyakarta,Pendidikan Geografi,32
Universitas Negeri Yogyakarta,Pendidikan Teknik Busana,32
Universitas Negeri Yogyakarta,Pendidikan Teknik Boga,32
Universitas Negeri Yogyakarta,Pendidikan Administrasi Perkantoran,28
Universitas Negeri Yogyakarta,Pendidikan Akuntansi,28
Universitas Negeri Yogyakarta,Pendidikan Ekonomi,28
Universitas Negeri Yogyakarta,Manajemen,70
Universitas Negeri Yogyakarta,Ilmu Sejarah,32
Universitas Negeri Yogyakarta,Akuntansi,42
Universitas Negeri Yogyakarta,Pendidikan Sosiologi,32
Universitas Negeri Yogyakarta,Pendidikan Ips,32
Universitas Negeri Yogyakarta,Administrasi Negara,32
Universitas Negeri Yogyakarta,Kebijakan Pendidikan,16
Universitas Negeri Yogyakarta,Pendidikan Guru Sekolah Dasar,112
Universitas Negeri Yogyakarta,Pendidikan Guru Paud,32
Universitas Negeri Yogyakarta,Pendidikan Bahasa Inggris,48
Universitas Negeri Yogyakarta,Pendidikan Bahasa Jerman,32
Universitas Negeri Yogyakarta,Pendidikan Bahasa Prancis,28
Universitas Negeri Yogyakarta,Pendidikan Seni Rupa,32
Universitas Negeri Yogyakarta,Bahasa. Dan Sastra Indonesia,32
Universitas Negeri Yogyakarta,Bahasa Dan Sastra Inggris,32
Universitas Negeri Yogyakarta,Pendidikan Seni Tari,32
Universitas Negeri Yogyakarta,Pendidikan Seni Musik,32
Universitas Negeri Yogyakarta,Pendidikan Bahasa Dan Sastra Indonesia,44
Universitas Negeri Yogyakarta,Pendidikan Bahasa Jawa,44
Universitas Negeri Yogyakarta,Ilmu Komunikasi,32
Universitas Negeri Yogyakarta,Psikologi,32
"Upn ""Veteran"" Yogyakarta",Manajemen,160
"Upn ""Veteran"" Yogyakarta",Akuntansi,100
"Upn ""Veteran"" Yogyakarta",Ekonomi Pembangunan,80
"Upn ""Veteran"" Yogyakarta",Ilmu Hubungan Internasional,80
"Upn ""Veteran"" Yogyakarta",Ilmu Administrasi Bisnis,70
"Upn ""Veteran"" Yogyakarta",Ilmu Komunikasi,80
"Upn ""Veteran"" Yogyakarta",Hubungan Masyarakat,40
Isi Yogyakarta,Seni Tari,36
Isi Yogyakarta,Seni Musik,27
Isi Yogyakarta,Pendidikan Musik,21
Isi Yogyakarta,Penciptaan Musik,18
Isi Yogyakarta,Seni Teater,34
Isi Yogyakarta,"Pendidikan Seni Drama, Tari, Dan Musik",21
Isi Yogyakarta,Seni Rupa Murni,45
Isi Yogyakarta,Kriya Seni,34
Isi Yogyakarta,Desain Interior,41
Isi Yogyakarta,Desain Komunikasi Visual,41
Isi Yogyakarta,Desain Produk,18
Isi Yogyakarta,Televisi Dan Film,41
Isi Yogyakarta,Fotografi,39
Isi Yogyakarta,Seni Karawitan,27
Isi Yogyakarta,Etnomusikologi,25
Isi Yogyakarta,Seni Pedalangan,7
Isi Yogyakarta,Tata Kelola Seni,17
Universitas Islam Negeri Sunan Kalijaga,Ilmu Perpustakaan (Ip),60
Universitas Islam Negeri Sunan Kalijaga,Psikologi,60
Universitas Islam Negeri Sunan Kalijaga,Sosiologi,37
Universitas Islam Negeri Sunan Kalijaga,Ilmu Komunikasi,60
Universitas Islam Negeri Sunan Kalijaga,Sastra Inggris (Si),40
Universitas Islam Negeri Sunan Kalijaga,Ilmu Hukum (Ih),67
Universitas Islam Negeri Sunan Kalijaga,Ilmu Kesejahteraan Sosial (Iks),40
Universitas Jember,Ilmu Hukum,250
Universitas Jember,Hubungan Internasional,75
Universitas Jember,Ilmu Administrasi Negara,75
Universitas Jember,Ilmu Administrasi Bisnis,75
Universitas Jember,Ilmu Kesejahteraan Sosial,75
Universitas Jember,Sosiologi,75
Universitas Jember,Ekonomi Pembangunan,80
Universitas Jember,Manajemen,112
Universitas Jember,Akuntansi,112
Universitas Jember,Pendidikan Luar Sekolah,50
Universitas Jember,Pendidikan Ekonomi,65
Universitas Jember,Pendidikan Sejarah,65
Universitas Jember,Pendidikan Bahasa Inggris,62
Universitas Jember,Pendidikan Bhs. & Sastra Indo.,67
Universitas Jember,Pendidikan Guru Sekolah Dasar,100
Universitas Jember,Sastra Inggris,50
Universitas Jember,Sastra Indonesia,50
Universitas Jember,Ilmu Sejarah,50
Universitas Jember,Televisi & Film,50
Universitas Jember,Pg Paud,65
Universitas Jember,Ekonomi Syariah,30
Universitas Jember,Pendidikan Geografi,25
Universitas Jember,Ekonomi Syariah Kampus Bondowoso,35
Universitas Jember,Pend. Guru Sekolah Dasar Kampus Bondowoso,50
Universitas Brawijaya,Ilmu Hukum,260
Universitas Brawijaya,Ekonomi Pembangunan,52
Universitas Brawijaya,Ilmu Administrasi Publik,136
Universitas Brawijaya,Ilmu Administrasi Bisnis,156
Universitas Brawijaya,Manajemen,112
Universitas Brawijaya,Akuntansi,112
Universitas Brawijaya,Sosiologi,69
Universitas Brawijaya,Ilmu Komunikasi,84
Universitas Brawijaya,Psikologi,88
Universitas Brawijaya,Hubungan Internasional,68
Universitas Brawijaya,Sastra Inggris,56
Universitas Brawijaya,Sastra Jepang,48
Universitas Brawijaya,Bahasa Dan Sastra Perancis,28
Universitas Brawijaya,Ilmu Politik,65
Universitas Brawijaya,Ilmu Pemerintahan,68
Universitas Brawijaya,Administrasi Perpajakan,64
Universitas Brawijaya,Ekonomi Islam,52
Universitas Brawijaya,"Ekonomi, Keuangan Dan Perbankan",64
Universitas Brawijaya,Ilmu Perpustakaan,36
Universitas Brawijaya,Pariwisata,56
Universitas Brawijaya,Pendidikan Bhs & Sastra Inggris,56
Universitas Brawijaya,Pendidikan Bhs & Sastra Jepang,28
Universitas Brawijaya,Pendidikan Bhs & Sastra Indonesia,40
Universitas Brawijaya,Administrasi Pendidikan,32
Universitas Brawijaya,Seni Rupa Murni,24
Universitas Brawijaya,Sastra Cina,32
Universitas Brawijaya,Antropologi Sosial,28
Universitas Brawijaya,Kewirausahaan,28
Universitas Negeri Malang,Bimbingan Dan Konseling ,53
Universitas Negeri Malang,Pendidikan Jasmani Dan Kesehatan ,100
Universitas Negeri Malang,Teknologi Pendidikan ,55
Universitas Negeri Malang,Pendidikan Luar Sekolah ,53
Universitas Negeri Malang,Administrasi Pendidikan ,53
Universitas Negeri Malang,Pendidikan Guru Sekolah Dasar,175
Universitas Negeri Malang,Pendidikan Guru Pend. Anak Usia Dini,60
Universitas Negeri Malang,Pendidikan Pancasila Dan Kewarganegaraan  ,80
Universitas Negeri Malang,"Pend. Bahasa, Sastra Indonesia & Daerah ",50
Universitas Negeri Malang,Pendidikan Bahasa Inggris ,60
Universitas Negeri Malang,Pendidikan Bahasa Arab ,45
Universitas Negeri Malang,Pendidikan Seni Rupa  ,50
Universitas Negeri Malang,Pendidikan Bahasa Jerman   ,38
Universitas Negeri Malang,Pendidikan Seni Tari Dan Musik ,50
Universitas Negeri Malang,Pendidikan Sejarah  ,70
Universitas Negeri Malang,Pendidikan Ekonomi  ,70
Universitas Negeri Malang,Pendidikan Tata Niaga ,60
Universitas Negeri Malang,Pendidikan Administrasi Perkantoran ,80
Universitas Negeri Malang,Pendidikan Akuntansi ,60
Universitas Negeri Malang,Pendidikan Tata Boga ,30
Universitas Negeri Malang,Pendidikan Tata Busana ,30
Universitas Negeri Malang,Psikologi ,100
Universitas Negeri Malang,Bahasa Dan Sastra Indonesia ,33
Universitas Negeri Malang,Bahasa Dan Sastra Inggris ,30
Universitas Negeri Malang,Ilmu Sejarah ,20
Universitas Negeri Malang,Desain Komunikasi Visual ,60
Universitas Negeri Malang,Akuntansi  ,100
Universitas Negeri Malang,Ekonomi Dan Studi Pembangunan ,70
Universitas Negeri Malang,Manajemen ,140
Universitas Negeri Malang,Pendidikan Luar Biasa ,54
Universitas Negeri Malang,Pendidikan Geografi  ,80
Universitas Negeri Malang,Pendidikan Bahasa Mandarin,25
Universitas Negeri Malang,Pendidikan Ilmu Pengetahuan Sosial,40
Universitas Negeri Malang,Pendidikan Kepelatihan Olahraga,45
Universitas Negeri Malang,Geografi,40
Universitas Negeri Malang,Pendidikan Sosiologi,53
Universitas Negeri Malang,Ilmu Perpustakaan,33
Universitas Islam Negeri Malang,Pendidikan Ips,66
Universitas Islam Negeri Malang,Bahasa Dan Sastra Inggris,132
Universitas Islam Negeri Malang,Psikologi,134
Universitas Islam Negeri Malang,Manajemen,134
Universitas Islam Negeri Malang,Akuntansi,66
Universitas Islam Negeri Malang,Perpustakaan Dan Ilmu Informasi,44
Universitas Airlangga,Ilmu Hukum,104
Universitas Airlangga,Ilmu Administrasi Negara,48
Universitas Airlangga,Psikologi,88
Universitas Airlangga,Sosiologi,40
Universitas Airlangga,Ilmu Politik,40
Universitas Airlangga,Ilmu Hubungan Internasional,48
Universitas Airlangga,Antropologi Sosial,40
Universitas Airlangga,Ekonomi Pembangunan,80
Universitas Airlangga,Manajemen,100
Universitas Airlangga,Akuntansi,100
Universitas Airlangga,Ilmu Komunikasi,48
Universitas Airlangga,Ilmu Sejarah,36
Universitas Airlangga,Ilmu Informasi Dan Perpustakaan,40
Universitas Airlangga,Sastra Inggris,80
Universitas Airlangga,Sastra Indonesia,64
Universitas Airlangga,Sastra Jepang,28
Universitas Airlangga,Ekonomi Islam,90
Universitas Airlangga,Akuntansi (Psdku Banyuwangi),20
Institut Teknologi Sepuluh Nopember,Manajemen Bisnis,48
Institut Teknologi Sepuluh Nopember,Studi Pembangunan,20
Universitas Negeri Surabaya,Psikologi Pendidikan Dan Bimbingan,41
Universitas Negeri Surabaya,Kurikulum Dan Teknologi Pendidikan,41
Universitas Negeri Surabaya,Pendidikan Luar Sekolah,41
Universitas Negeri Surabaya,Pendi. Luar Biasa,41
Universitas Negeri Surabaya,Pgsd,99
Universitas Negeri Surabaya,Psikologi,90
Universitas Negeri Surabaya,Pg-Paud,41
Universitas Negeri Surabaya,P. Bahasa Dan Sastra Indonesia,61
Universitas Negeri Surabaya,P. Bahasa Inggris,43
Universitas Negeri Surabaya,P. Bahasa Jerman,18
Universitas Negeri Surabaya,P. Bahasa Jepang,30
Universitas Negeri Surabaya,P. Bahasa Daerah (Jawa),41
Universitas Negeri Surabaya,P. Seni Rupa,35
Universitas Negeri Surabaya,P. Sendratasik,45
Universitas Negeri Surabaya,Sastra Indonesia,21
Universitas Negeri Surabaya,Sastra Inggris,36
Universitas Negeri Surabaya,Sastra Jerman,18
Universitas Negeri Surabaya,Pend. Pancasila Dan Kewarganegaraan,41
Universitas Negeri Surabaya,P. Geografi,41
Universitas Negeri Surabaya,Pend. Sejarah,41
Universitas Negeri Surabaya,Sosiologi,45
Universitas Negeri Surabaya,Ilmu Administrasi Negara,45
Universitas Negeri Surabaya,"Pend. Jasmani, Kesehatan Dan Rekreasi",81
Universitas Negeri Surabaya,Pend. Kepelatihan Olahraga,81
Universitas Negeri Surabaya,P. Ekonomi,27
Universitas Negeri Surabaya,Manajemen,68
Universitas Negeri Surabaya,Akuntansi,54
Universitas Negeri Surabaya,Pend. Tata Rias,36
Universitas Negeri Surabaya,Manajemen Pendidikan,41
Universitas Negeri Surabaya,Ilmu Hukum,45
Universitas Negeri Surabaya,Pend. Bahasa Mandarin,36
Universitas Negeri Surabaya,Pend. Tata Boga,36
Universitas Negeri Surabaya,Pend. Tata Busana,36
Universitas Negeri Surabaya,Pend. Akuntansi,27
Universitas Negeri Surabaya,Pend. Tata Niaga,27
Universitas Negeri Surabaya,Pend. Adm. Perkantoran,27
Universitas Negeri Surabaya,Ilmu Komunikasi,45
Universitas Negeri Surabaya,Seni Musik,45
Universitas Negeri Surabaya,Desain Komunikasi Visual,54
Universitas Negeri Surabaya,Seni Rupa Murni,14
Universitas Negeri Surabaya,Ekonomi Islam,36
Universitas Negeri Surabaya,Pend. Ilmu Pengetahuan Sosial,41
Universitas Negeri Surabaya,Ekonomi,20
Universitas Trunojoyo Madura,Ilmu Hukum,225
Universitas Trunojoyo Madura,Sastra Inggris,83
Universitas Trunojoyo Madura,Sosiologi,103
Universitas Trunojoyo Madura,Ilmu Komunikasi,83
Universitas Trunojoyo Madura,Manajemen,145
Universitas Trunojoyo Madura,Akuntansi,130
Universitas Trunojoyo Madura,Ekonomi Pembangunan,130
Universitas Trunojoyo Madura,Psikologi,83
Universitas Trunojoyo Madura,Pgsd,150
Universitas Trunojoyo Madura,Hukum Bisnis Syariah,95
Universitas Trunojoyo Madura,Ekonomi Syariah,150
Universitas Trunojoyo Madura,Pendidikan Bahasa Dan Sastra Indonesia,80
Universitas Trunojoyo Madura,Pendidikan Guru Anak Usia Dini,60
"Upn ""Veteran"" Jawa Timur",Ekonomi Pembangunan,90
"Upn ""Veteran"" Jawa Timur",Manajemen,200
"Upn ""Veteran"" Jawa Timur",Akuntansi,160
"Upn ""Veteran"" Jawa Timur",Administrasi Negara,100
"Upn ""Veteran"" Jawa Timur",Administrasi Bisnis/Niaga,100
"Upn ""Veteran"" Jawa Timur",Ilmu Komunikasi,140
"Upn ""Veteran"" Jawa Timur",Ilmu Hubungan Internasional,60
"Upn ""Veteran"" Jawa Timur",Ilmu Hukum,120
Universitas Islam Negeri Sunan Ampel Surabaya,Pendidikan Bahasa Inggris,36
Universitas Islam Negeri Sunan Ampel Surabaya,Sosiologi,45
Universitas Islam Negeri Sunan Ampel Surabaya,Ilmu Komunikasi,56
Universitas Islam Negeri Sunan Ampel Surabaya,Psikologi,56
Universitas Islam Negeri Sunan Ampel Surabaya,Sastra Inggris,52
Universitas Islam Negeri Sunan Ampel Surabaya,Ilmu Ekonomi,43
Universitas Islam Negeri Sunan Ampel Surabaya,Akuntansi,56
Universitas Islam Negeri Sunan Ampel Surabaya,Manajemen,43
Universitas Islam Negeri Sunan Ampel Surabaya,Ilmu Politik,45
Universitas Islam Negeri Sunan Ampel Surabaya,Hubungan Internasional,45
Universitas Islam Negeri Sunan Ampel Surabaya,Sastra Indonesia,28
Universitas Islam Negeri Sunan Ampel Surabaya,Hukum,16
Universitas Tanjungpura,Ilmu Hukum,126
Universitas Tanjungpura,Ekonomi Pembanguan,80
Universitas Tanjungpura,Manajemen,90
Universitas Tanjungpura,Akuntansi,90
Universitas Tanjungpura,Ilmu Administrasi Negara,60
Universitas Tanjungpura,Ilmu Sosiatri/Pem. Masyarakat,45
Universitas Tanjungpura,Pend. Bahasa Inggris,30
Universitas Tanjungpura,"Pend. Bahasa, Sastra Indonesia & Daerah",30
Universitas Tanjungpura,Pend. Ekonomi,20
Universitas Tanjungpura,Pend. Guru Pend. Anak Usia Dini (Pgpaud),20
Universitas Tanjungpura,Ilmu Politik,45
Universitas Tanjungpura,Sosiologi,45
Universitas Tanjungpura,Pend. Bahasa Mandarin,20
Universitas Tanjungpura,Manajemen  (Kelas Internasional),25
Universitas Tanjungpura,Pend. Guru Sekolah Dasar (Pgsd),40
Universitas Tanjungpura,Pend. Bimbingan Konseling,20
Universitas Tanjungpura,Akuntansi (Kelas Internasional),25
Universitas Tanjungpura,Ilmu Komunikasi,25
Universitas Tanjungpura,Ilmu Pemerintahan ,50
Universitas Tanjungpura,Manajemen Sumber Perairan,24
Universitas Tanjungpura,Ekonomi Islam,50
Universitas Tanjungpura,Pendidikan Pancasila Dan Kewarganegaraan,20
Universitas Tanjungpura,Pendidikan Geografi ,20
Universitas Tanjungpura,Pendidikan Kepelatihan Olahraga ,16
Universitas Tanjungpura,Pendidikan Ips ,20
Universitas Tanjungpura,Ilmu Hubungan Internasional,50
Universitas Palangkaraya,Pend. Bahasa Inggris ,48
Universitas Palangkaraya,"Pend. Bahasa, Sastra Indonesia & Daerah ",30
Universitas Palangkaraya,Pend. Guru Sekolah Dasar (Pgsd) ,58
Universitas Palangkaraya,"Pend. Jasmani, Kesehatan Dan Rekreasi",40
Universitas Palangkaraya,Ekonomi Pembangunan,72
Universitas Palangkaraya,Manajemen,96
Universitas Palangkaraya,Akuntansi,96
Universitas Palangkaraya,Sosiologi,40
Universitas Palangkaraya,Ilmu Administrasi Negara,40
Universitas Palangkaraya,Ilmu Hukum,72
Universitas Palangkaraya,Teknologi Pendidikan,24
Universitas Palangkaraya,Ilmu Pemerintahan,40
Universitas Palangkaraya,Pendidikan Sendratasik,24
Universitas Lambung Mangkurat,Pend. Sejarah,45
Universitas Lambung Mangkurat,Pend Pancasila & Kn,45
Universitas Lambung Mangkurat,Pend. Ekonomi,41
Universitas Lambung Mangkurat,Pend. Bhs Sastra Ind. & Daerah,36
Universitas Lambung Mangkurat,Pend. Bahasa Inggris,45
